Tweet Text,DateTime (GMT/UTC),Date (GMT/UTC),Time (GMT/UTC),Day of Week (GMT/UTC),Account DateTime,Account Date,Account Time,Account Day of Week,Geo Location,Retweet Count,Favorite Count,Platform,Status URL
"@aestheticchan, that shouldn't be! We'd like to help. DM us w/ the product style # and your full mailing address.",17/08/2015 14:34:29,17/08/2015,14:34:29,Monday,17/08/2015 14:34:29,17/08/2015,14:34:29,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633285775271063552
"@TheMostHappy12, all Crayola products are non-toxic if accidentally ingested or inhaled. However, we would still recommend calling your vet.",17/08/2015 14:32:58,17/08/2015,14:32:58,Monday,17/08/2015 14:32:58,17/08/2015,14:32:58,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633285394302414849
"@The_Fluffster_, we're sorry for your trouble with our colored pencils! DM us w/ the product style # and your full mailing address.",17/08/2015 14:22:49,17/08/2015,14:22:49,Monday,17/08/2015 14:22:49,17/08/2015,14:22:49,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/633282838507462656
"@HannahofdaShire, we're sorry about your missing label! DM us w/ the product style # and your full mailing address. :)",17/08/2015 14:21:16,17/08/2015,14:21:16,Monday,17/08/2015 14:21:16,17/08/2015,14:21:16,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633282450244939776
"@laurxnsus, we're sorry for your disappointment with your chalk color. We hope you can find use for every color in your pack. :)",17/08/2015 14:20:06,17/08/2015,14:20:06,Monday,17/08/2015 14:20:06,17/08/2015,14:20:06,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633282155662209026
"@CRenee95, something's missing here! DM us w/ the product style # and your full mailing address so that we can help. :)",17/08/2015 14:14:20,17/08/2015,14:14:20,Monday,17/08/2015 14:14:20,17/08/2015,14:14:20,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633280706647597056
"@shaynadc, great question! Our online store would be happy to help. Please call 1-(844)-427-2965 for assistance.",17/08/2015 14:12:36,17/08/2015,14:12:36,Monday,17/08/2015 14:12:36,17/08/2015,14:12:36,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633280266975494144
"@w0ah__lor3n, well that doesn't seem right! DM us w/ the product style # and your full mailing address. :)",17/08/2015 14:09:41,17/08/2015,14:09:41,Monday,17/08/2015 14:09:41,17/08/2015,14:09:41,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633279535186866176
"@Crazy_Jane_Jane, we are happy to share info on our ColorCycle program with you! Feel free to learn more, here-  http://t.co/7V7EZrhOgX",17/08/2015 14:02:33,17/08/2015,14:02:33,Monday,17/08/2015 14:02:33,17/08/2015,14:02:33,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633277737474654208
"@TheRealNathanG, we'd be happy to help you here! DM us w/ your issue, the product style # and full mailing address. :)",17/08/2015 13:57:55,17/08/2015,13:57:55,Monday,17/08/2015 13:57:55,17/08/2015,13:57:55,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633276573777588224
"@alishamarie28, feel free to take a look at our special offers page, here- http://t.co/NhGWrGahhc",17/08/2015 13:06:08,17/08/2015,13:06:08,Monday,17/08/2015 13:06:08,17/08/2015,13:06:08,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/633263543480098816
"#ChampionCreativity: inspire imagination, celebrate originality, nurture creative expression https://t.co/I7Y5G4zFgh",15/08/2015 21:00:09,15/08/2015,21:00:09,Saturday,15/08/2015 21:00:09,15/08/2015,21:00:09,Saturday,,3,2,Twitter Ads,http://www.twitter.com/Crayola/status/632658057437163521
"@KateKiwii, that doesn't look right! DM us w/ the product style # and your full mailing address.",14/08/2015 18:27:06,14/08/2015,18:27:06,Friday,14/08/2015 18:27:06,14/08/2015,18:27:06,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/632257150191038464
"@alexander333338, great question! Not all of our regular markers are washable. The packaging states whether the markers are washable or not.",14/08/2015 18:24:26,14/08/2015,18:24:26,Friday,14/08/2015 18:24:26,14/08/2015,18:24:26,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/632256479509221376
"@arianabaker20, looks like your little one is busy! Thanks for your suggestion. We'll pass it along to our team with similar feedback.",14/08/2015 14:29:08,14/08/2015,14:29:08,Friday,14/08/2015 14:29:08,14/08/2015,14:29:08,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/632197265713692672
"@jasperdogpeters, we're sorry for this mix up and would like to help! DM us w/ the product style # and your full mailing address. :)",14/08/2015 13:46:32,14/08/2015,13:46:32,Friday,14/08/2015 13:46:32,14/08/2015,13:46:32,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/632186546783961088
"@NextDoorFamily, we hope you have fun discovering the magic of color @VisitCrayola!",13/08/2015 18:14:21,13/08/2015,18:14:21,Thursday,13/08/2015 18:14:21,13/08/2015,18:14:21,Thursday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/631891555796697088
"@MarcSchollett, ...and meetings would be more colorful. :)",13/08/2015 17:56:22,13/08/2015,17:56:22,Thursday,13/08/2015 17:56:22,13/08/2015,17:56:22,Thursday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/631887030511882240
"@Butters28, sounds like a creative idea to add some color to your window view!",13/08/2015 15:28:36,13/08/2015,15:28:36,Thursday,13/08/2015 15:28:36,13/08/2015,15:28:36,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631849842810179584
"@GeorgeboBanks, looks like you do! We'd like to fix this mix up for you. DM us w/ the product style # and your full mailing address.",13/08/2015 15:21:01,13/08/2015,15:21:01,Thursday,13/08/2015 15:21:01,13/08/2015,15:21:01,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631847936557731841
Customize your child's #classroom tissue box! #Backwiththebest http://t.co/zxFkbvDhUn http://t.co/8LIDHh4fe9,13/08/2015 11:30:01,13/08/2015,11:30:01,Thursday,13/08/2015 11:30:01,13/08/2015,11:30:01,Thursday,,3,7,Twitter Ads,http://www.twitter.com/Crayola/status/631789802292051970
"@DaveSSharp, we're sorry for your disappointment and would like to help. DM us w/ the product style # and your full mailing address.",12/08/2015 19:43:37,12/08/2015,19:43:37,Wednesday,12/08/2015 19:43:37,12/08/2015,19:43:37,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631551632363421696
#DidYouKnow there is more than one definition of creativity? What’s yours? #ChampionCreativity http://t.co/2aVVpLepgp http://t.co/Uni3XTq8Rp,12/08/2015 19:00:07,12/08/2015,19:00:07,Wednesday,12/08/2015 19:00:07,12/08/2015,19:00:07,Wednesday,,2,4,Twitter Ads,http://www.twitter.com/Crayola/status/631540686999851008
"@Emily_Dawnzers, we're sorry for your disappointment and we'd like to make this right for you. DM us w/ the style # and your full address.",12/08/2015 17:07:52,12/08/2015,17:07:52,Wednesday,12/08/2015 17:07:52,12/08/2015,17:07:52,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631512436835749892
"@jolantheerb, we'd be happy to pass your construction paper packing suggestion along to our team. :)",12/08/2015 17:05:41,12/08/2015,17:05:41,Wednesday,12/08/2015 17:05:41,12/08/2015,17:05:41,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631511889143578624
"@ChrisM4lcolm, that doesn't sound like fun! DM us w/ the product style # and your full mailing address. :)",12/08/2015 17:03:23,12/08/2015,17:03:23,Wednesday,12/08/2015 17:03:23,12/08/2015,17:03:23,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631511306483441664
"@amychappers88, we're sorry your markers aren't working properly and we'd like to help! DM us w/ the product style # and your full address.",12/08/2015 13:37:52,12/08/2015,13:37:52,Wednesday,12/08/2015 13:37:52,12/08/2015,13:37:52,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631459586978004992
"@ullomelyssa, that's no fun! We'd like to help. DM us w/ your full mailing address. Can't wait to hear from you!",12/08/2015 13:36:16,12/08/2015,13:36:16,Wednesday,12/08/2015 13:36:16,12/08/2015,13:36:16,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631459185666969600
"@Emily_Dawnzers, great question! Our 100 ct. pack includes 60 different colors and 40 duplicates. :)",12/08/2015 13:34:33,12/08/2015,13:34:33,Wednesday,12/08/2015 13:34:33,12/08/2015,13:34:33,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631458755310432256
"@danblah25, thank you for your interest! We'd like to learn more. Feel free to send us a DM with additional information.",12/08/2015 13:30:22,12/08/2015,13:30:22,Wednesday,12/08/2015 13:30:22,12/08/2015,13:30:22,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631457702691098624
"@a_newttt13, we're sorry for your disappointment. DM us w/ the product style # and your full mailing address. :)",11/08/2015 19:22:26,11/08/2015,19:22:26,Tuesday,11/08/2015 19:22:26,11/08/2015,19:22:26,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631183914330103808
"@Igor2tall, thanks for thinking of us! Visit our Crayola Cares page to learn about our corporate contributions- http://t.co/JoeHTDnGI1",11/08/2015 19:20:49,11/08/2015,19:20:49,Tuesday,11/08/2015 19:20:49,11/08/2015,19:20:49,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631183508434755584
"@MaritimeGlou, we love the creativity used to complete this crucial task! Sounds like their day is sizing up to be a colorful one. :)",11/08/2015 17:41:30,11/08/2015,17:41:30,Tuesday,11/08/2015 17:41:30,11/08/2015,17:41:30,Tuesday,,1,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/631158514094866433
"@Nicole_Dyer_1, we don't want you to be blue! DM us w/ the style #, on the packaging, so we can help. :)",11/08/2015 15:05:28,11/08/2015,15:05:28,Tuesday,11/08/2015 15:05:28,11/08/2015,15:05:28,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631119244449718272
"@HiromiActs, we're more relaxed already! Thanks for sharing this colorfully calming activity.",11/08/2015 14:43:41,11/08/2015,14:43:41,Tuesday,11/08/2015 14:43:41,11/08/2015,14:43:41,Tuesday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/631113761861070848
"@luverlyme, we want to help! DM us w/ the style #, on the packaging, or any license info on the packaging. :)",11/08/2015 13:02:20,11/08/2015,13:02:20,Tuesday,11/08/2015 13:02:20,11/08/2015,13:02:20,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631088258357837824
"@BDdesigns, we're sorry to hear this, but we want to help! DM us w/ the style # found on the packaging. :)",11/08/2015 11:43:14,11/08/2015,11:43:14,Tuesday,11/08/2015 11:43:14,11/08/2015,11:43:14,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/631068352065220608
"@FlyMotherBaby, thanks for sharing the ♥!",11/08/2015 11:40:17,11/08/2015,11:40:17,Tuesday,11/08/2015 11:40:17,11/08/2015,11:40:17,Tuesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/631067608759058433
TEACHERS: BIG savings on classpacks &amp; bulk art materials for the classroom on @amazon. http://t.co/CVhYMay1Xa http://t.co/OQcRixMOTH,11/08/2015 11:32:07,11/08/2015,11:32:07,Tuesday,11/08/2015 11:32:07,11/08/2015,11:32:07,Tuesday,,14,34,Twitter Ads,http://www.twitter.com/Crayola/status/631065553503805440
Stock up &amp; save on our hottest art supplies on @amazon TODAY only!  #deals #backtoschool http://t.co/CVhYMay1Xa http://t.co/NdYqlB0pG6,11/08/2015 11:00:08,11/08/2015,11:00:08,Tuesday,11/08/2015 11:00:08,11/08/2015,11:00:08,Tuesday,,9,4,Twitter Ads,http://www.twitter.com/Crayola/status/631057504890322945
TODAY ONLY: Save up to 50% on #BackToSchool supplies on @amazon! http://t.co/CVhYMay1Xa http://t.co/yfatk5iU02,11/08/2015 10:00:05,11/08/2015,10:00:05,Tuesday,11/08/2015 10:00:05,11/08/2015,10:00:05,Tuesday,,9,7,Twitter Ads,http://www.twitter.com/Crayola/status/631042394398416896
"@CarolineJBecker, we ♥ these lovable dolphins! Those colors really splash off the page. :)",10/08/2015 16:07:01,10/08/2015,16:07:01,Monday,10/08/2015 16:07:01,10/08/2015,16:07:01,Monday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/630772348447260672
"@youuaremysong, that doesn't look right! We'd like to help. DM us w/ the product style # and your full mailing address.",10/08/2015 13:41:07,10/08/2015,13:41:07,Monday,10/08/2015 13:41:07,10/08/2015,13:41:07,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/630735629006016512
"@MrBoylan, we love Katie's colorful driveway masterpiece. :)",10/08/2015 13:34:41,10/08/2015,13:34:41,Monday,10/08/2015 13:34:41,10/08/2015,13:34:41,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/630734012781301760
"@sophiedyu, we want to make this right for Hannah! DM us/ the product style # and your full mailing address. Can't wait to hear from you!",10/08/2015 12:58:27,10/08/2015,12:58:27,Monday,10/08/2015 12:58:27,10/08/2015,12:58:27,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/630724892967706624
"@maikismi, while Silly Putty doesn't contain gluten, there is a very slight chance of cross contamination.",10/08/2015 12:24:17,10/08/2015,12:24:17,Monday,10/08/2015 12:24:17,10/08/2015,12:24:17,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/630716294317404160
"@sammyellwood, we see you also contacted us on Facebook. We have responded to you there and look forward to hearing from you!",10/08/2015 12:14:36,10/08/2015,12:14:36,Monday,10/08/2015 12:14:36,10/08/2015,12:14:36,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/630713856868880385
"@Acerbically, we're sorry to see this and would like to help! DM us w/ the product style # and your full mailing address.",10/08/2015 12:11:19,10/08/2015,12:11:19,Monday,10/08/2015 12:11:19,10/08/2015,12:11:19,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/630713032356839424
"@Mommy_Jennof3, thanks for thinking of us! Feel free to DM us w/ additional information. :)",10/08/2015 12:07:28,10/08/2015,12:07:28,Monday,10/08/2015 12:07:28,10/08/2015,12:07:28,Monday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/630712064537960448
Creative Idea #2: Turn your home into an art gallery #ChampionCreativity http://t.co/tdocpBfJjo http://t.co/kLGH6KhROF,09/08/2015 10:00:10,09/08/2015,10:00:10,Sunday,09/08/2015 10:00:10,09/08/2015,10:00:10,Sunday,,4,6,Twitter Ads,http://www.twitter.com/Crayola/status/630317637038309376
"@GameCockEric, we'd like to learn more so that we can help! Can you please share the product style #?",07/08/2015 19:47:20,07/08/2015,19:47:20,Friday,07/08/2015 19:47:20,07/08/2015,19:47:20,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/629740630223233024
"@sarai_fraga, we'd love to learn more, so we can help! DM us w/ the style #, found on the packaging.",07/08/2015 15:09:12,07/08/2015,15:09:12,Friday,07/08/2015 15:09:12,07/08/2015,15:09:12,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/629670632033230848
Save $1 on any 2 Crayola Ultra-Clean Washable Marker packs! http://t.co/Wi0Xgj3wo4 http://t.co/5zLb8Zoqg1,07/08/2015 15:01:06,07/08/2015,15:01:06,Friday,07/08/2015 15:01:06,07/08/2015,15:01:06,Friday,,19,26,Twitter Ads,http://www.twitter.com/Crayola/status/629668596138938369
Save $1 on any Crayola SuperTips Markers or Twistables® products! http://t.co/6Xz9rrNuNJ http://t.co/Y8J2RkfXAP,07/08/2015 11:30:07,07/08/2015,11:30:07,Friday,07/08/2015 11:30:07,07/08/2015,11:30:07,Friday,,14,18,Twitter Ads,http://www.twitter.com/Crayola/status/629615501816139776
"@jessiejschwarz, a colored pencil w/out lead? That's not fun! We want to learn more, so we can help. DM us w/ the style #, on the packaging!",07/08/2015 11:27:10,07/08/2015,11:27:10,Friday,07/08/2015 11:27:10,07/08/2015,11:27:10,Friday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/629614757637713920
"@milharv, that doesn't seem right! DM us w/ the product style # and your full mailing address so that we can help.",06/08/2015 17:35:37,06/08/2015,17:35:37,Thursday,06/08/2015 17:35:37,06/08/2015,17:35:37,Thursday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/629345094739578881
"@ianeastwest, thanks for the love!",06/08/2015 16:53:20,06/08/2015,16:53:20,Thursday,06/08/2015 16:53:20,06/08/2015,16:53:20,Thursday,,2,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/629334452049739776
"@NKaraszi, glad you cold add some color to Mike's study session with our 24 ct. crayon pack!",06/08/2015 13:42:17,06/08/2015,13:42:17,Thursday,06/08/2015 13:42:17,06/08/2015,13:42:17,Thursday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/629286371497222144
"@FallenLizzie, sorry to hear this! We'd like to learn more so that we can help. DM us w/ the product style # and your full mailing address.",06/08/2015 13:24:56,06/08/2015,13:24:56,Thursday,06/08/2015 13:24:56,06/08/2015,13:24:56,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/629282006120177664
Get rid of first day jitters with this fun #backtoschool activity! #Backwiththebest http://t.co/9TtbTBEaql http://t.co/z5xcoHXkuj,06/08/2015 11:30:06,06/08/2015,11:30:06,Thursday,06/08/2015 11:30:06,06/08/2015,11:30:06,Thursday,,8,12,Twitter Ads,http://www.twitter.com/Crayola/status/629253106283339777
"@Tuakachyc, seahorses are one of our favorites too! Thanks for sharing how you &amp; your little one let creativity flow.",05/08/2015 16:45:14,05/08/2015,16:45:14,Wednesday,05/08/2015 16:45:14,05/08/2015,16:45:14,Wednesday,,0,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/628970024338870272
